Адрес обращения,Дом,Дата,текст обращения,text_clean,categories,full_address,latitude,longitude
улица Ашмарина,11,2021-06-06 20:32:56.900,Благоустроить Обиковскую рощу.,['роща'],{'зелёные насаждения': 1},11 улица Ашмарина,56.08035001255587,47.27427999827745
улица Чернышевского,23,2021-06-07 13:41:56.705,По мкр.Финская долина не хватает огражденной территории для выгула собак,['выгул'],{'зелёные насаждения': 1},23 улица Чернышевского,56.123359988500994,47.17717003411482
улица Чернышевского,23,2021-06-07 13:46:39.202,"Все подъездные пути заасфальтировать, озеленить, посадить деревья",['дерево'],{'зелёные насаждения': 1},23 улица Чернышевского,56.123359988500994,47.17717003411482
проспект 9-й Пятилетки,15 корп. 1,2021-06-12 21:49:27.196,"нужна ограда, чтоб не ставили машины на газон.",['газон'],{'зелёные насаждения': 1},15 корп. 1 проспект 9-й Пятилетки,56.09597999886424,47.26902001875874
улица Чернышевского,19,2021-06-08 12:04:02.274,Озеленение-побольше деревьев,"['озеленение', 'дерево']",{'зелёные насаждения': 1},19 улица Чернышевского,56.1230999818645,47.17554997986906
улица Хевешская,25,2021-06-14 19:55:15.770,"перед домом слишком много деревьев.
живем как в лесу можно ли их убрать ","['дерево', 'лес']",{'зелёные насаждения': 1},25 улица Хевешская,56.10715999086722,47.27336997504969
улица Рихарда Зорге,17,2021-06-06 12:31:06.492,Спилить дерево возле дома.,['дерево'],{'зелёные насаждения': 1},17 улица Рихарда Зорге,56.07523998528498,47.2821900003041
улица Композитора А.М.Токарева,4,2021-06-07 20:18:16.119,Озеленение территории микрорайона,['озеленение'],{'зелёные насаждения': 1},4 улица Композитора А.М.Токарева,56.126220019593006,47.3823000152513
улица Коллективная,7,2021-06-09 01:42:11.541,Благоустроить газон около дома,['газон'],{'зелёные насаждения': 1},7 улица Коллективная,56.11088000522503,47.16631999573033
улица Коллективная,7,2021-06-09 01:35:12.777,"Срезать зелень, деревья перед домом Кирова,11. Подрезать тополь около подъезда 1 Коллективная,7","['зелень', 'дерево']",{'зелёные насаждения': 1},7 улица Коллективная,56.11088000522503,47.16631999573033
улица Шумилова,6,2021-06-13 00:08:39.306,"Почистить деревья, негде детям играть",['дерево'],{'зелёные насаждения': 1},6 улица Шумилова,56.100570012862136,47.278020003474325
бульвар Солнечный,12 корп. 1,2021-06-06 09:55:12.615,Облагородить лес в микрорайоне.,['лес'],{'зелёные насаждения': 1},12 корп. 1 бульвар Солнечный,56.10750782824881,47.33829072732854
улица Мичмана Павлова,32,2021-06-09 08:12:18.288,Завести торф на цветники,['цветник'],{'зелёные насаждения': 1},32 улица Мичмана Павлова,56.14193998563195,47.18068003988856
улица Парковая,3,2021-06-14 19:46:38.239,Сделать пешеходную дорожку вдоль Рощи,"['дорожка', 'роща']",{'зелёные насаждения': 1},3 улица Парковая,56.1271799989637,47.485470011590735
улица Ж.Крутовой,17,2021-06-08 17:04:47.733,"Заменить змеевик в ванной комнате так, чтобы была горячая вода и зимой и летом. Спилить ветки деревьев, заграждающие окна жильцов.",['дерево'],{'зелёные насаждения': 1},17 улица Ж.Крутовой,56.14411000000007,47.24670000000003
улица Ж.Крутовой,17,2021-06-06 21:29:24.483,"Проведите санитарную обрезку деревьев за домом, чтобы было уютно и светло в квартирах",['дерево'],{'зелёные насаждения': 1},17 улица Ж.Крутовой,56.14411000000007,47.24670000000003
бульвар Эгерский,5,2021-06-07 20:06:57.684,Район 3 дуба борьба с наркоманией.,['дуб'],{'зелёные насаждения': 1},5 бульвар Эгерский,56.111309996857926,47.27274996567181
улица Красина,14,2021-06-06 00:15:04.827,Очистить рощу Гузовского от мусора.,['роща'],{'зелёные насаждения': 1},14 улица Красина,56.15020001593521,47.2228000253545
улица Винокурова,86,2021-06-11 23:56:27.883,При выгуле собак чтобы их хозяева убирали фекалии за своими питомцами. Ввести штрафы.,"['выгул', 'питомец']",{'зелёные насаждения': 1},86 улица Винокурова,56.11718998575452,47.44581003088774
улица Энгельса,46 корп. 1,2021-06-15 08:51:02.143,возле дома высокие старые дерьевья. срубите их страшно ходить и ставить машину,['дерьево'],{'зелёные насаждения': 1},46 корп. 1 улица Энгельса,56.129889993988854,47.25232997315578
проспект Геннадия Айги,10,2021-06-17 11:41:14.965,Озеленение территории. Мусорные контейнеры.,['озеленение'],{'зелёные насаждения': 1},10 проспект Геннадия Айги,56.14411000000007,47.24670000000003
улица Социалистическая,11,2021-06-12 13:36:40.767,Сзади дома вырубить деревья. В квартире очень темно,['дерево'],{'зелёные насаждения': 1},11 улица Социалистическая,56.10999998921062,47.17774997799552
улица Ашмарина,42 корп. 1,2021-06-05 16:23:40.446,Спилить ветки деревьев возле дома,['дерево'],{'зелёные насаждения': 1},42 корп. 1 улица Ашмарина,56.079719986803696,47.271859975192626
улица Юннатская,22,2021-06-10 12:08:51.758,Не убирать полисадники перед домами.,['полисадник'],{'зелёные насаждения': 1},22 улица Юннатская,56.07273999884387,47.30365001936613
улица Калинина,104 корп. 1,2021-06-06 21:14:50.558,Территория для выгула собак,['выгул'],{'зелёные насаждения': 1},104 корп. 1 улица Калинина,56.14608001715786,47.25789999927295
улица Яблоневая,60,2021-06-07 22:14:45.362,"убрать мусор по ул.Яблоневая, срубить деревья",['дерево'],{'зелёные насаждения': 1},60 улица Яблоневая,56.12417001562386,47.23688003012765
улица Винокурова,43,2021-06-05 21:51:39.123,Чтобы сзади дома спилили деревья,['дерево'],{'зелёные насаждения': 1},43 улица Винокурова,56.10947000147286,47.483130035681256
улица 1-ая Путепроводная,187,2021-06-09 00:44:48.244,"Благоустроить ул.Ашмарина, Обиковская роща",['роща'],{'зелёные насаждения': 1},187 улица 1-ая Путепроводная,56.13131473522732,47.33053058697983
улица Фруктовая,10,2021-06-08 12:31:17.024,Чтобы не вырубали лес!,['лес'],{'зелёные насаждения': 1},10 улица Фруктовая,56.10809000493404,47.183399967469
улица Волкова,6,2021-06-06 12:49:44.584,Благоустроить Обиковскую рощу.,['роща'],{'зелёные насаждения': 1},6 улица Волкова,56.081869986877706,47.27995002049951
улица Шумилова,31,2021-06-06 11:05:26.340,Загородить клумбы.,['клумба'],{'зелёные насаждения': 1},31 улица Шумилова,56.103799979250795,47.2896600362331
улица Обиковская,10,2021-06-10 16:49:58.725,Облагородить Обиковский лес.,['лес'],{'зелёные насаждения': 1},10 улица Обиковская,56.08055997923043,47.28127997707634
улица Винокурова,22,2021-06-14 18:24:36.463,"Решить вопрос с машинами, которые стоят на газонах",['газон'],{'зелёные насаждения': 1},22 улица Винокурова,56.118640013094364,47.49219003482358
улица Строителей,22,2021-06-04 23:06:34.990,"Просим принять меры к владельцам собак, которые выгуливают своих питомцев без намордников, в неположенных местах. Организуйте для них спец места для выгула","['питомец', 'выгул']",{'зелёные насаждения': 1},22 улица Строителей,56.11239433416062,47.243683019287324
улица Яблоневая,64,2021-06-07 22:11:01.809,спилить деревья напротив дома,['дерево'],{'зелёные насаждения': 1},64 улица Яблоневая,56.123899992613076,47.2368999790572
улица Первомайская,35,2021-06-05 16:29:43.199,Срубить ветки деревьев сухие перед домом,['дерево'],{'зелёные насаждения': 1},35 улица Первомайская,56.10327504160966,47.18254509716414
улица Первомайская,35,2021-06-05 16:22:28.610,"Прошу сделать ограждение напротив  33 дома улицы Первомайской и д/садом №38, чтобы машины не ставили на газон в этом районе. Машины сломали пешеходную дорожку и истоптали газон. ","['газон', 'дорожка', 'газон']",{'зелёные насаждения': 1},35 улица Первомайская,56.10327504160966,47.18254509716414
улица Рихарда Зорге,6,2021-06-15 11:54:52.890,Благоустроить лес. Почистить пруд.,['лес'],{'зелёные насаждения': 1},6 улица Рихарда Зорге,56.075419986655675,47.27894000116686
улица Водопроводная,13,2021-06-07 16:12:35.000,"1)озеленение придомовое
2) поставить видеокамеру
3) добавить МАФ",['озеленение'],{'зелёные насаждения': 1},13 улица Водопроводная,56.14838998585398,47.232980014399146
проспект Максима Горького,30 корп. 1,2021-06-04 10:44:33.177,"Хотелось бы озеленить улицу возле нашего дома по адресу ул. М.Горького 30/1, высадить деревья. Так же необходим нормальный спуск к Волге.",['дерево'],{'зелёные насаждения': 1},30 корп. 1 проспект Максима Горького,56.147009989315194,47.201560031250835
